source: https://buecker.baseball.cbssports.com/stats/stats-main?print_rows=9999
captured: 2026-09-01T09:01:51
---
ACTION|AVAIL|PLAYER|AB|R|H|1B|2B|3B|HR|RBI|BB|K|SB|CS|AVG|OBP|SLG|RANK
Action|Avail|Player|AB|R|H|1B|2B|3B|HR|RBI|BB|K|SB|CS|AVG|OBP|SLG|Rank
2915688|3B|FA|Jay Jabs 3B • NYM|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2869879|3B|FA|Bubba Hollins 3B • MIA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2449454|OF|FA|Hunter Cole OF • TEX|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2226843|3B|FA|Carlos Franco 3B • ATL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2227782|3B|FA|Felipe Blanco 3B • SD|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
3084317|C|FA|Martin Cervenka C • BAL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
28843227|SS|FA|Jeral Toledo SS • PIT|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2759861|C|FA|Matt Jones C • ARI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2804509|2B|FA|Vinny Siena 2B • NYM|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29075758|2B|FA|Robert Moore 2B • PHI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2171201|C|FA|Spencer Navin C • LAD|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
50041320|OF|FA|Jaron Elkins OF • LAD|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29090134|OF|FA|Joe Stewart OF • LAA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2135252|OF|FA|Bradley Zimmer OF • COL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2171876|2B|FA|Joe Bennie 2B • ATH|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
3078615|SS|FA|Jevoni Robinson SS • MIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29644423|SS|FA|Luke Dickerson SS • WAS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29075505|OF|FA|Clark Elliott OF • ATH|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
3077723|OF|FA|Trent Deveaux OF • LAA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2821179|3B|FA|Marcos Almonte 3B • HOU|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2821262|OF|FA|Miguel Aparicio OF • TEX|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
28841699|OF|FA|Kellen Strahm OF • HOU|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29085645|OF|FA|Jorge Ruiz OF • LAA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2171368|SS|FA|Robelys Reyes SS • STL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2856672|3B|FA|Francisco Hernandez 3B • STL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29087625|C|FA|Frank Nigro C • MIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
3089960|C|FA|Tres Barrera C • WAS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29675445|2B|FA|Justin Riemer 2B • ATH|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2226896|OF|FA|Brandon Downes OF • KC|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29339049|OF|FA|Victor Hurtado OF • WAS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29322047|OF|FA|Trevor Werner OF • KC|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29086580|OF|FA|Pres Cavenaugh OF • CLE|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
50009361|SS|FA|Wehiwa Aloy SS • BAL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29086561|OF|FA|Chris Rotondo OF • STL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2910600|OF|FA|MJ Melendez OF • NYM|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2910601|C|FA|Payton Henry C • PHI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
26757772|OF|FA|Joey Wiemer OF • WAS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2169803|1B|FA|Brandon Dixon 1B • SD|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2824593|OF|FA|Ismael Munguia OF • TOR|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
3094416|OF|FA|Isiah Gilliam OF • SEA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
1955137|OF|FA|Jiwan James OF • DET|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29092514|OF|FA|Jared Carr OF • PHI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
26912509|2B|FA|Dauri Lorenzo 2B • HOU|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2119305|3B|FA|Michael Benjamin 3B • COL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
28842466|SS|FA|Joab Gonzalez SS • CLE|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
28843166|C|FA|Danuerys De La Cruz C • DET|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29086102|C|FA|JJ Schwarz C • ATH|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29346112|SS|FA|Johnny Ascanio SS • CIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2170063|3B|FA|Brandon Bednar 3B • COL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
50028699|OF|FA|Nate George OF • BAL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2507328|OF|FA|Nick Banks OF • WAS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
1741007|SS|FA|Juan Silverio SS • CIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29077685|OF|FA|Won-Bin Cho OF • STL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2121065|SS|FA|Javier Betancourt SS • MIL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
26643933|SS|FA|Fran Alduey SS • CLE|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29672109|C|FA|Bryant Betancourt C • COL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2226848|C|FA|Brett Wellman C • TOR|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29321891|1B|FA|Eric Bitonti 1B • MIL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2122187|OF|FA|Michael De La Cruz OF • PIT|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2804232|3B|FA|Wander Franco 3B • SF|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29090984|C|FA|Omar Hernandez C • KC|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2837154|C|FA|Charlie Madden C • BOS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29075719|OF|FA|Jud Fabian OF • BAL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
1894645|2B|FA|Levi Michael 2B • SF|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2169710|C|FA|Marcus Littlewood C • ARI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2170137|SS|FA|Emerson Jimenez SS • COL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2792293|C|FA|Daniel Salters C • CLE|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2774626|2B|FA|J.C. Rodriguez 2B • NYM|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
1114751|3B|FA|Evan Longoria 3B • ARI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
28843222|SS|FA|Javier Rivas SS • PIT|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
1765822|OF|FA|Drew Vettleson OF • WAS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29075534|2B|FA|Dylan O'Rae 2B • MIL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2837013|OF|FA|Korry Howell OF • SD|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29689770|C|FA|Peter Burns C • LAA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29350972|1B|FA|Lyle Lin 1B • ATH|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2791370|2B|FA|Alex De Goti 2B • TEX|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29079966|C|FA|Matt Scheffler C • SEA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29090115|C|FA|Ivan Murzi C • WAS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
3094734|OF|FA|LeDarious Clark OF • TEX|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
50043773|3B|FA|Jack Winnay 3B • BOS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
3107896|OF|FA|Corbin Williams OF • PHI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29090136|SS|FA|Tyresse Turner SS • CLE|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29153553|SS|FA|Arjun Nimmala SS • LAA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29693192|C|FA|Weston Eberly C • CHW|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2044755|OF|FA|Jeff McVaney OF • DET|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
1957195|OF|FA|Brenden Webb OF • BAL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
1599600|OF|FA|Michael Burgess OF • HOU|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29077676|OF|FA|Randy De Jesus OF • LAA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2042457|C|FA|Carlos Paulino C • MIA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
50041213|3B|FA|Murf Gray 3B • PIT|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29080367|C|FA|Steve Scott C • DET|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
1707364|2B|FA|Jose Iglesias 2B,3B,SS • SD|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2000028|SS|FA|Carlos Correa 3B,SS • HOU|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
28838066|3B|FA|Chad Bell 3B • NYY|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2169797|2B|FA|Reed Gragnani 2B • BOS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29090729|1B|FA|Torin Montgomery 1B • MIA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2910607|1B|FA|Joey Rose 1B • ARI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
28843230|1B|FA|Cole Zabowski 1B • COL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29080160|OF|FA|Cody Milligan OF • ATL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2117139|2B|FA|Franklin Barreto 2B • BAL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29092516|SS|FA|Luis Sanchez SS • ATL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29322042|3B|FA|Echedry Vargas 3B • MIA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2837487|OF|FA|Clark Scolamiero OF • CLE|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
28846859|1B|FA|Rainer Nunez 1B • TOR|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
26913030|OF|FA|Benyamin Bailey OF • CHW|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2804213|3B|FA|Brian Schales 3B • DET|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
28843164|OF|FA|Kyler Castillo OF • MIA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
28842464|2B|FA|Sebastian Almonte 2B • CIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2121318|SS|FA|Jecksson Flores SS • WAS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29321950|OF|FA|Travis Honeyman OF • STL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2836963|1B|FA|Tyler Hardman 1B • NYY|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2932000|OF|FA|Brandol Mezquita OF • ATL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2837342|C|FA|Nathan Perry C • HOU|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2837520|OF|FA|Canaan Smith-Njigba OF • PIT|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
28841145|OF|FA|Marcus Lee Sang OF • TEX|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
50044498|SS|FA|Bryson McArn SS • ATH|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29086117|3B|FA|Chase Estep 3B • NYM|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2222108|OF|FA|Cam Gibson OF • DET|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29090986|SS|FA|Cristofer Torin SS • ARI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29075779|3B|FA|Trey Lipscomb 3B • WAS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29086553|OF|FA|Kyle Battle OF • NYY|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
50009353|OF|FA|Sean Gamble OF • KC|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
3152067|OF|FA|Erick Pena OF • KC|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29686862|2B|FA|Fraymi De Leon 2B • BOS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
28838069|OF|FA|Connor Kokx OF • CLE|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
3165361|OF|FA|Robert Hassell OF • PIT|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2114647|C|FA|Tyler Marlette C • ATL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29090726|OF|FA|Jared Dupere OF • SF|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
28843020|OF|FA|Alejandro Osuna OF • TEX|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2171865|OF|FA|David Harris OF • TOR|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2043931|3B|FA|Gio Urshela 3B • MIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
26912504|1B|FA|Warming Bernabel 1B • WAS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
28846856|SS|FA|William Lugo SS • NYM|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
26912514|1B|FA|Milkar Perez 1B • SEA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2932683|OF|FA|Aldrich De Jongh OF • LAD|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2932843|2B|FA|Connor Kaiser 2B • KC|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
50058188|SS|FA|Roch Cholowsky SS • CHW|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29692359|SS|FA|Mitchell Daly SS • LAA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2829069|OF|FA|Edwin Mateo OF • LAD|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
26615320|OF|FA|Zavier Warren OF • MIL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2837462|2B|FA|Kevin Santa 2B • SEA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2760036|OF|FA|Jack Suwinski OF • TB|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
3102101|OF|FA|Ryan Ramiz OF • SEA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
28840775|SS|FA|Wyatt Young SS • NYM|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2797620|OF|FA|Elvis Rubio OF • DET|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
26635159|OF|FA|Alexander Ramirez OF • LAA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29322004|C|FA|Onil Perez C • SF|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
50044377|SS|FA|Johan De Los Santos SS • PIT|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29075704|OF|FA|Jacob Melton OF • TB|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29075776|3B|FA|Tanner Schobel 3B • MIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2026910|2B|FA|Angelo Gumbs 2B • CIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
27022635|OF|FA|David Hensley OF • DET|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
50044471|OF|FA|TJ Ford OF • LAA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29087213|3B|FA|Nathaniel Ochoa Leyva 3B • WAS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29360032|C|FA|Kody Huff C • CLE|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2932896|3B|FA|Charles Mack 3B • MIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2228440|OF|FA|Skye Bolt OF • ATL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29644452|OF|FA|Jared Thomas OF • COL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
3152112|OF|FA|Joshua Mears OF • SD|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2829405|SS|FA|Abiezel Ramirez SS • TB|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2836882|2B|FA|Cole Freeman 2B • WAS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
3158251|C|FA|Isaias Quiroz C • TEX|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
3158250|SS|FA|Clay Dungan SS • SD|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
