=== Period 1 (Wed, Mar 25 - Sun, Mar 29) ===
Rank|Team|Batting|Pitching|Total|Dif|Behind
Like a Nightmare|.2852|3.0|2.0
Simba's Dublin Green Sox|.2782|2.0|-1.0
Guillotine|.2662|1.0|-1.0
Team|R|Pts|Dif
Big Sticks|49|13.0|8.0
Trex|47|12.0|2.0
Young Guns|44|11.0|-2.0
Maga Doge|41|10.0|2.0
Gashouse Gang|38|9.0|5.0
Runtime Terror|35|8.0|-4.0
Long Balls|33|7.0|5.0
Rieken Havoc|30|5.0|-1.0
Magnum GI|30|5.0|-4.0
Simba's Dublin Green Sox|30|5.0|4.0
Dawg|26|2.5|-8.5
Guillotine|26|2.5|-4.5
Like a Nightmare|22|1.0|-2.0
Team|RBI|Pts|Dif
Big Sticks|49|13.0|3.0
Rieken Havoc|39|12.0|7.5
Maga Doge|35|10.5|-1.5
Simba's Dublin Green Sox|35|10.5|6.0
Young Guns|34|9.0|-4.0
Gashouse Gang|31|7.5|5.5
Long Balls|31|7.5|0.5
Trex|29|6.0|0.0
Runtime Terror|28|4.0|-7.0
Magnum GI|28|4.0|-5.0
Like a Nightmare|28|4.0|3.0
Dawg|21|1.5|-6.5
Guillotine|21|1.5|-1.5
Team|SB|Pts|Dif
Rieken Havoc|7|12.5|7.0
Guillotine|7|12.5|1.0
Trex|6|11.0|7.5
Young Guns|5|9.5|7.5
Dawg|5|9.5|-0.5
Maga Doge|4|7.5|2.0
Simba's Dublin Green Sox|4|7.5|-1.5
Magnum GI|3|5.5|-2.0
Like a Nightmare|3|5.5|4.5
Big Sticks|2|3.0|-10.0
Gashouse Gang|2|3.0|-0.5
Long Balls|2|3.0|-4.5
Runtime Terror|1|1.0|-10.5
Team|ERA|Pts|Dif
Rieken Havoc|1.734|13.0|6.0
Big Sticks|2.623|12.0|6.0
Dawg|2.630|11.0|3.0
Trex|2.681|10.0|5.0
Guillotine|3.098|9.0|-2.5
Young Guns|3.122|8.0|7.0
Maga Doge|3.164|7.0|3.0
Gashouse Gang|3.971|6.0|-3.0
Long Balls|4.063|5.0|-5.0
Magnum GI|4.168|4.0|-7.5
Like a Nightmare|4.320|3.0|-10.0
Runtime Terror|4.368|2.0|0.0
Simba's Dublin Green Sox|8.379|1.0|-2.0
Team|K|Pts|Dif
Long Balls|72|13.0|0.0
Big Sticks|61|12.0|2.0
Rieken Havoc|59|11.0|3.0
Like a Nightmare|55|10.0|1.0
Trex|54|9.0|3.0
Magnum GI|52|8.0|1.0
Guillotine|42|7.0|-5.0
Dawg|41|6.0|3.0
Young Guns|39|5.0|3.0
Runtime Terror|38|4.0|3.0
Gashouse Gang|34|3.0|-1.0
Maga Doge|33|2.0|-9.0
Simba's Dublin Green Sox|29|1.0|-4.0
Team|S|Pts|Dif
Like a Nightmare|5|13.0|1.0
Gashouse Gang|4|12.0|8.0
Rieken Havoc|3|10.5|5.5
Magnum GI|3|10.5|-2.5
Trex|2|7.5|1.0
Runtime Terror|2|7.5|1.0
Guillotine|2|7.5|5.0
Simba's Dublin Green Sox|2|7.5|-3.5
Young Guns|1|4.0|1.5
Maga Doge|1|4.0|-5.5
Long Balls|1|4.0|-4.0
Big Sticks|0|1.5|0.5
Dawg|0|1.5|-8.0
Team|WHIP|Pts|Dif
Rieken Havoc|0.8807|13.0|5.0
Big Sticks|1.0457|12.0|3.0
Trex|1.0851|11.0|6.0
Gashouse Gang|1.0882|10.0|0.0
Young Guns|1.1633|9.0|7.0
Guillotine|1.2049|8.0|-3.0
Dawg|1.2468|7.0|0.0
Runtime Terror|1.2574|6.0|5.0
Maga Doge|1.2891|5.0|-1.0
Long Balls|1.3398|4.0|0.0
Like a Nightmare|1.3440|3.0|-10.0
Magnum GI|1.3893|2.0|-10.0
Simba's Dublin Green Sox|1.9138|1.0|-2.0
Team|WQS|Pts|Dif
Big Sticks|10|12.5|3.5
Long Balls|10|12.5|9.0
Dawg|9|11.0|7.5
Young Guns|8|10.0|8.0
Runtime Terror|6|8.5|7.5
Magnum GI|6|8.5|-3.5
Rieken Havoc|5|6.0|-6.0
Trex|5|6.0|-2.0
Maga Doge|5|6.0|-6.0
Guillotine|4|4.0|-2.5
Gashouse Gang|3|2.5|-2.5
Like a Nightmare|3|2.5|-7.5
Simba's Dublin Green Sox|2|1.0|-5.5

=== Period 7 (Mon, May 04 - Sun, May 10) ===
Rank|Team|Batting|Pitching|Total|Dif|Behind
1|Long Balls|43.0|45.0|88.0|25.5|0.0
2|Maga Doge|32.5|54.5|87.0|8.0|1.0
3|Like a Nightmare|49.5|35.5|85.0|19.5|3.0
4|Young Guns|41.5|42.0|83.5|16.5|4.5
5|Rieken Havoc|44.0|37.5|81.5|2.0|6.5
6|Simba's Dublin Green Sox|38.5|41.0|79.5|31.5|8.5
7|Big Sticks|48.5|26.0|74.5|-21.0|13.5
8|Runtime Terror|50.0|18.5|68.5|8.0|19.5
9|Magnum GI|28.0|39.5|67.5|-14.5|20.5
10|Dawg|37.5|22.5|60.0|-24.0|28.0
11|Guillotine|12.0|40.5|52.5|-19.5|35.5
12|Gashouse Gang|10.0|40.0|50.0|1.0|38.0
13|Trex|20.0|12.5|32.5|-33.0|55.5
Batting Breakdown TeamHRPtsDif Big Sticks1413.01.0 Young Guns1312.0-1.0 Like a Nightmare1210.56.5 Runtime Terror1210.53.0 Long Balls98.05.0 Maga Doge98.0-2.0 Magnum GI98.06.0 Dawg76.0-5.0 Rieken Havoc64.0-3.5 Simba's Dublin Green Sox64.0-5.0 Trex64.0-1.0 Guillotine52.0-4.0 Gashouse Gang41.00.0 TeamOBPPtsDif Rieken Havoc.365213.06.0 Simba's Dublin Green Sox.339212.09.0 Young Guns.338511.0-2.0 Long Balls.335610.06.0 Runtime Terror.33129.0-3.0 Dawg.30748.0-3.0 Magnum GI.30577.02.0 Like a Nightmare.30336.05.0 Maga Doge.30305.0-1.0 Trex.30084.0-6.0 Gashouse Gang.30073.0-6.0 Big Sticks.30002.0-6.0 Guillotine.29691.0-1.0 TeamRPtsDif Big Sticks4213.03.0 Runtime Terror4112.01.0 Long Balls3510.57.5 Dawg3510.52.5 Like a Nightmare348.06.0 Young Guns348.0-5.0 Simba's Dublin Green Sox348.07.0 Maga Doge326.0-3.0 Guillotine315.01.0 Rieken Havoc304.0-1.0 Gashouse Gang283.0-3.5 Magnum GI242.0-4.5 Trex231.0-11.0 TeamRBIPtsDif Runtime Terror4113.03.0 Like a Nightmare3812.011.0 Rieken Havoc3511.04.0 Big Sticks3310.0-3.0 Magnum GI329.00.0 Maga Doge318.0-3.0 Long Balls306.5-1.5 Young Guns306.5-5.5 Dawg295.00.0 Simba's Dublin Green Sox264.0-2.0 Trex243.0-1.0 Guillotine182.00.0 Gashouse Gang151.0-2.0 TeamSBPtsDif Like a Nightmare1213.012.0 Rieken Havoc1012.02.5 Simba's Dublin Green Sox810.51.0 Big Sticks810.5-1.0 Long Balls68.02.5 Dawg68.0-3.5 Trex68.04.0 Maga Doge55.50.0 Runtime Terror55.5-2.5 Young Guns44.01.0 Magnum GI32.0-5.0 Guillotine32.0-11.0 Gashouse Gang32.00.0||Pitching Breakdown TeamERAPtsDif Long Balls1.90613.04.0 Gashouse Gang2.14812.06.0 Simba's Dublin Green Sox2.91411.010.0 Rieken Havoc2.92410.02.0 Maga Doge3.0869.05.0 Guillotine3.4208.0-5.0 Like a Nightmare3.5367.0-5.0 Dawg3.6356.0-5.0 Magnum GI3.7125.0-5.0 Young Guns3.7544.01.0 Big Sticks4.4693.0-4.0 Runtime Terror4.4702.00.0 Trex5.3461.0-4.0 TeamKPtsDif Maga Doge7213.05.0 Young Guns6512.010.0 Magnum GI6011.04.0 Long Balls5710.0-3.0 Like a Nightmare559.0-1.0 Guillotine528.0-4.0 Rieken Havoc496.5-2.5 Big Sticks496.5-4.5 Simba's Dublin Green Sox475.02.0 Runtime Terror454.03.0 Dawg433.0-2.0 Trex372.0-4.0 Gashouse Gang331.0-3.0 TeamSPtsDif Gashouse Gang513.07.0 Maga Doge411.01.0 Rieken Havoc411.05.0 Magnum GI411.0-1.5 Like a Nightmare39.0-3.5 Big Sticks26.55.5 Runtime Terror26.50.5 Guillotine26.53.5 Trex26.50.5 Long Balls12.5-3.5 Young Guns12.50.5 Simba's Dublin Green Sox12.5-8.5 Dawg12.5-6.5 TeamWHIPPtsDif Gashouse Gang0.886413.05.0 Young Guns0.994712.08.0 Simba's Dublin Green Sox1.036011.010.0 Maga Doge1.045710.05.0 Guillotine1.10009.0-3.0 Long Balls1.12948.05.0 Dawg1.13467.01.0 Rieken Havoc1.16566.0-4.0 Magnum GI1.20005.0-6.0 Big Sticks1.28284.0-5.0 Like a Nightmare1.30363.0-10.0 Runtime Terror1.31132.00.0 Trex1.45541.0-6.0 TeamWQSPtsDif Long Balls911.53.5 Maga Doge911.51.0 Young Guns911.59.5 Simba's Dublin Green Sox911.58.0 Guillotine89.04.0 Like a Nightmare77.5-1.5 Magnum GI77.5-4.5 Big Sticks66.0-7.0 Rieken Havoc54.0-6.5 Runtime Terror54.03.0 Dawg54.0-2.5 Trex42.0-4.5 Gashouse Gang31.0-2.5
Team|HR|Pts|Dif
Big Sticks|14|13.0|1.0
Young Guns|13|12.0|-1.0
Like a Nightmare|12|10.5|6.5
Runtime Terror|12|10.5|3.0
Long Balls|9|8.0|5.0
Maga Doge|9|8.0|-2.0
Magnum GI|9|8.0|6.0
Dawg|7|6.0|-5.0
Rieken Havoc|6|4.0|-3.5
Simba's Dublin Green Sox|6|4.0|-5.0
Trex|6|4.0|-1.0
Guillotine|5|2.0|-4.0
Gashouse Gang|4|1.0|0.0
Team|OBP|Pts|Dif
Rieken Havoc|.3652|13.0|6.0
Simba's Dublin Green Sox|.3392|12.0|9.0
Young Guns|.3385|11.0|-2.0
Long Balls|.3356|10.0|6.0
Runtime Terror|.3312|9.0|-3.0
Dawg|.3074|8.0|-3.0
Magnum GI|.3057|7.0|2.0
Like a Nightmare|.3033|6.0|5.0
Maga Doge|.3030|5.0|-1.0
Trex|.3008|4.0|-6.0
Gashouse Gang|.3007|3.0|-6.0
Big Sticks|.3000|2.0|-6.0
Guillotine|.2969|1.0|-1.0
Team|R|Pts|Dif
Big Sticks|42|13.0|3.0
Runtime Terror|41|12.0|1.0
Long Balls|35|10.5|7.5
Dawg|35|10.5|2.5
Like a Nightmare|34|8.0|6.0
Young Guns|34|8.0|-5.0
Simba's Dublin Green Sox|34|8.0|7.0
Maga Doge|32|6.0|-3.0
Guillotine|31|5.0|1.0
Rieken Havoc|30|4.0|-1.0
Gashouse Gang|28|3.0|-3.5
Magnum GI|24|2.0|-4.5
Trex|23|1.0|-11.0
Team|RBI|Pts|Dif
Runtime Terror|41|13.0|3.0
Like a Nightmare|38|12.0|11.0
Rieken Havoc|35|11.0|4.0
Big Sticks|33|10.0|-3.0
Magnum GI|32|9.0|0.0
Maga Doge|31|8.0|-3.0
Long Balls|30|6.5|-1.5
Young Guns|30|6.5|-5.5
Dawg|29|5.0|0.0
Simba's Dublin Green Sox|26|4.0|-2.0
Trex|24|3.0|-1.0
Guillotine|18|2.0|0.0
Gashouse Gang|15|1.0|-2.0
Team|SB|Pts|Dif
Like a Nightmare|12|13.0|12.0
Rieken Havoc|10|12.0|2.5
Simba's Dublin Green Sox|8|10.5|1.0
Big Sticks|8|10.5|-1.0
Long Balls|6|8.0|2.5
Dawg|6|8.0|-3.5
Trex|6|8.0|4.0
Maga Doge|5|5.5|0.0
Runtime Terror|5|5.5|-2.5
Young Guns|4|4.0|1.0
Magnum GI|3|2.0|-5.0
Guillotine|3|2.0|-11.0
Gashouse Gang|3|2.0|0.0
Team|ERA|Pts|Dif
Long Balls|1.906|13.0|4.0
Gashouse Gang|2.148|12.0|6.0
Simba's Dublin Green Sox|2.914|11.0|10.0
Rieken Havoc|2.924|10.0|2.0
Maga Doge|3.086|9.0|5.0
Guillotine|3.420|8.0|-5.0
Like a Nightmare|3.536|7.0|-5.0
Dawg|3.635|6.0|-5.0
Magnum GI|3.712|5.0|-5.0
Young Guns|3.754|4.0|1.0
Big Sticks|4.469|3.0|-4.0
Runtime Terror|4.470|2.0|0.0
Trex|5.346|1.0|-4.0
Team|K|Pts|Dif
Maga Doge|72|13.0|5.0
Young Guns|65|12.0|10.0
Magnum GI|60|11.0|4.0
Long Balls|57|10.0|-3.0
Like a Nightmare|55|9.0|-1.0
Guillotine|52|8.0|-4.0
Rieken Havoc|49|6.5|-2.5
Big Sticks|49|6.5|-4.5
Simba's Dublin Green Sox|47|5.0|2.0
Runtime Terror|45|4.0|3.0
Dawg|43|3.0|-2.0
Trex|37|2.0|-4.0
Gashouse Gang|33|1.0|-3.0
Team|S|Pts|Dif
Gashouse Gang|5|13.0|7.0
Maga Doge|4|11.0|1.0
Rieken Havoc|4|11.0|5.0
Magnum GI|4|11.0|-1.5
Like a Nightmare|3|9.0|-3.5
Big Sticks|2|6.5|5.5
Runtime Terror|2|6.5|0.5
Guillotine|2|6.5|3.5
Trex|2|6.5|0.5
Long Balls|1|2.5|-3.5
Young Guns|1|2.5|0.5
Simba's Dublin Green Sox|1|2.5|-8.5
Dawg|1|2.5|-6.5
Team|WHIP|Pts|Dif
Gashouse Gang|0.8864|13.0|5.0
Young Guns|0.9947|12.0|8.0
Simba's Dublin Green Sox|1.0360|11.0|10.0
Maga Doge|1.0457|10.0|5.0
Guillotine|1.1000|9.0|-3.0
Long Balls|1.1294|8.0|5.0
Dawg|1.1346|7.0|1.0
Rieken Havoc|1.1656|6.0|-4.0
Magnum GI|1.2000|5.0|-6.0
Big Sticks|1.2828|4.0|-5.0
Like a Nightmare|1.3036|3.0|-10.0
Runtime Terror|1.3113|2.0|0.0
Trex|1.4554|1.0|-6.0
Team|WQS|Pts|Dif
Long Balls|9|11.5|3.5
Maga Doge|9|11.5|1.0
Young Guns|9|11.5|9.5
Simba's Dublin Green Sox|9|11.5|8.0
Guillotine|8|9.0|4.0
Like a Nightmare|7|7.5|-1.5
Magnum GI|7|7.5|-4.5
Big Sticks|6|6.0|-7.0
Rieken Havoc|5|4.0|-6.5
Runtime Terror|5|4.0|3.0
Dawg|5|4.0|-2.5
Trex|4|2.0|-4.5
Gashouse Gang|3|1.0|-2.5

=== Period 8 (Mon, May 11 - Sun, May 17) ===
Rank|Team|Batting|Pitching|Total|Dif|Behind
1|Rieken Havoc|45.5|48.5|94.0|7.5|0.0
2|Young Guns|51.0|42.5|93.5|19.5|0.5
3|Simba's Dublin Green Sox|41.0|51.0|92.0|45.5|2.0
4|Long Balls|37.5|53.5|91.0|25.5|3.0
5|Magnum GI|45.0|42.0|87.0|10.0|7.0
6|Dawg|40.5|27.0|67.5|-8.0|26.5
7|Runtime Terror|38.5|23.0|61.5|-2.5|32.5
8|Maga Doge|29.5|30.0|59.5|-27.0|34.5
8|Big Sticks|35.5|24.0|59.5|-32.5|34.5
10|Guillotine|27.5|31.0|58.5|-13.0|35.5
11|Like a Nightmare|41.5|16.5|58.0|-7.5|36.0
12|Gashouse Gang|14.5|36.5|51.0|1.5|43.0
13|Trex|7.5|29.5|37.0|-19.0|57.0
Batting Breakdown TeamHRPtsDif Young Guns1613.00.0 Runtime Terror1011.52.5 Big Sticks1011.5-0.5 Simba's Dublin Green Sox98.51.0 Dawg98.5-2.0 Guillotine98.53.5 Like a Nightmare98.51.0 Long Balls86.03.0 Rieken Havoc74.5-1.5 Magnum GI74.52.5 Maga Doge62.5-8.0 Gashouse Gang62.51.5 Trex41.0-3.0 TeamOBPPtsDif Runtime Terror.359413.01.0 Maga Doge.347512.06.0 Young Guns.346511.0-2.0 Like a Nightmare.345610.09.0 Dawg.33579.0-2.0 Long Balls.33338.04.0 Rieken Havoc.32207.0-3.0 Big Sticks.31666.0-1.0 Magnum GI.30885.00.0 Guillotine.30774.02.0 Simba's Dublin Green Sox.30293.00.0 Gashouse Gang.30102.0-6.0 Trex.29451.0-8.0 TeamRPtsDif Rieken Havoc4713.07.0 Magnum GI4112.07.5 Young Guns3811.0-2.0 Dawg368.50.0 Runtime Terror368.5-3.5 Maga Doge368.50.0 Like a Nightmare368.56.5 Simba's Dublin Green Sox355.54.5 Gashouse Gang355.5-1.5 Long Balls314.01.0 Big Sticks303.0-8.0 Guillotine282.0-2.5 Trex251.0-9.0 TeamRBIPtsDif Magnum GI4713.04.0 Simba's Dublin Green Sox4012.07.0 Young Guns3911.0-1.0 Big Sticks3710.0-3.0 Long Balls359.02.0 Rieken Havoc328.00.0 Dawg276.50.5 Like a Nightmare276.55.5 Guillotine265.02.0 Runtime Terror244.0-7.0 Gashouse Gang223.01.0 Maga Doge201.5-8.5 Trex201.5-2.5 TeamSBPtsDif Rieken Havoc1113.00.5 Simba's Dublin Green Sox912.02.0 Long Balls710.53.5 Magnum GI710.56.5 Dawg68.0-2.0 Guillotine68.0-2.0 Like a Nightmare68.05.5 Young Guns55.02.5 Maga Doge55.0-0.5 Big Sticks55.0-7.5 Trex43.0-2.5 Runtime Terror31.5-6.5 Gashouse Gang31.50.5||Pitching Breakdown TeamERAPtsDif Rieken Havoc1.43413.03.0 Long Balls1.46012.0-1.0 Magnum GI2.52511.03.0 Young Guns3.22810.07.0 Simba's Dublin Green Sox3.5109.08.0 Dawg3.5418.0-1.0 Gashouse Gang3.7027.00.0 Maga Doge4.0416.01.0 Runtime Terror4.0915.03.0 Big Sticks4.5304.0-2.0 Like a Nightmare4.8903.0-8.0 Guillotine4.9742.0-10.0 Trex5.1431.0-3.0 TeamKPtsDif Simba's Dublin Green Sox7413.010.0 Long Balls5912.0-1.0 Guillotine5310.5-1.5 Trex5310.54.5 Young Guns509.04.0 Rieken Havoc498.01.0 Dawg457.03.0 Maga Doge446.0-5.0 Big Sticks434.5-5.5 Gashouse Gang434.52.5 Magnum GI423.0-5.0 Like a Nightmare362.0-7.0 Runtime Terror351.00.0 TeamSPtsDif Magnum GI513.00.0 Gashouse Gang412.02.5 Rieken Havoc39.51.5 Runtime Terror39.53.5 Like a Nightmare39.5-2.5 Trex39.53.5 Long Balls26.52.5 Big Sticks26.55.5 Simba's Dublin Green Sox13.5-6.0 Dawg13.5-2.5 Maga Doge13.5-7.5 Guillotine13.50.5 Young Guns01.0-1.0 TeamWHIPPtsDif Simba's Dublin Green Sox0.990013.012.0 Long Balls1.013512.09.0 Gashouse Gang1.016111.01.0 Young Guns1.043510.03.0 Rieken Havoc1.06199.00.0 Maga Doge1.12248.02.0 Magnum GI1.18717.0-5.0 Big Sticks1.20816.0-2.0 Guillotine1.22375.0-8.0 Dawg1.25414.0-1.0 Runtime Terror1.27273.01.0 Trex1.28572.0-2.0 Like a Nightmare1.39371.0-10.0 TeamWQSPtsDif Young Guns1212.59.0 Simba's Dublin Green Sox1212.57.0 Long Balls1011.02.5 Guillotine910.03.0 Rieken Havoc89.0-1.0 Magnum GI78.0-3.5 Maga Doge66.5-6.5 Trex66.53.0 Dawg54.5-1.0 Runtime Terror54.53.5 Big Sticks43.0-8.5 Gashouse Gang32.00.0 Like a Nightmare21.0-7.5
Team|HR|Pts|Dif
Young Guns|16|13.0|0.0
Runtime Terror|10|11.5|2.5
Big Sticks|10|11.5|-0.5
Simba's Dublin Green Sox|9|8.5|1.0
Dawg|9|8.5|-2.0
Guillotine|9|8.5|3.5
Like a Nightmare|9|8.5|1.0
Long Balls|8|6.0|3.0
Rieken Havoc|7|4.5|-1.5
Magnum GI|7|4.5|2.5
Maga Doge|6|2.5|-8.0
Gashouse Gang|6|2.5|1.5
Trex|4|1.0|-3.0
Team|OBP|Pts|Dif
Runtime Terror|.3594|13.0|1.0
Maga Doge|.3475|12.0|6.0
Young Guns|.3465|11.0|-2.0
Like a Nightmare|.3456|10.0|9.0
Dawg|.3357|9.0|-2.0
Long Balls|.3333|8.0|4.0
Rieken Havoc|.3220|7.0|-3.0
Big Sticks|.3166|6.0|-1.0
Magnum GI|.3088|5.0|0.0
Guillotine|.3077|4.0|2.0
Simba's Dublin Green Sox|.3029|3.0|0.0
Gashouse Gang|.3010|2.0|-6.0
Trex|.2945|1.0|-8.0
Team|R|Pts|Dif
Rieken Havoc|47|13.0|7.0
Magnum GI|41|12.0|7.5
Young Guns|38|11.0|-2.0
Dawg|36|8.5|0.0
Runtime Terror|36|8.5|-3.5
Maga Doge|36|8.5|0.0
Like a Nightmare|36|8.5|6.5
Simba's Dublin Green Sox|35|5.5|4.5
Gashouse Gang|35|5.5|-1.5
Long Balls|31|4.0|1.0
Big Sticks|30|3.0|-8.0
Guillotine|28|2.0|-2.5
Trex|25|1.0|-9.0
Team|RBI|Pts|Dif
Magnum GI|47|13.0|4.0
Simba's Dublin Green Sox|40|12.0|7.0
Young Guns|39|11.0|-1.0
Big Sticks|37|10.0|-3.0
Long Balls|35|9.0|2.0
Rieken Havoc|32|8.0|0.0
Dawg|27|6.5|0.5
Like a Nightmare|27|6.5|5.5
Guillotine|26|5.0|2.0
Runtime Terror|24|4.0|-7.0
Gashouse Gang|22|3.0|1.0
Maga Doge|20|1.5|-8.5
Trex|20|1.5|-2.5
Team|SB|Pts|Dif
Rieken Havoc|11|13.0|0.5
Simba's Dublin Green Sox|9|12.0|2.0
Long Balls|7|10.5|3.5
Magnum GI|7|10.5|6.5
Dawg|6|8.0|-2.0
Guillotine|6|8.0|-2.0
Like a Nightmare|6|8.0|5.5
Young Guns|5|5.0|2.5
Maga Doge|5|5.0|-0.5
Big Sticks|5|5.0|-7.5
Trex|4|3.0|-2.5
Runtime Terror|3|1.5|-6.5
Gashouse Gang|3|1.5|0.5
Team|ERA|Pts|Dif
Rieken Havoc|1.434|13.0|3.0
Long Balls|1.460|12.0|-1.0
Magnum GI|2.525|11.0|3.0
Young Guns|3.228|10.0|7.0
Simba's Dublin Green Sox|3.510|9.0|8.0
Dawg|3.541|8.0|-1.0
Gashouse Gang|3.702|7.0|0.0
Maga Doge|4.041|6.0|1.0
Runtime Terror|4.091|5.0|3.0
Big Sticks|4.530|4.0|-2.0
Like a Nightmare|4.890|3.0|-8.0
Guillotine|4.974|2.0|-10.0
Trex|5.143|1.0|-3.0
Team|K|Pts|Dif
Simba's Dublin Green Sox|74|13.0|10.0
Long Balls|59|12.0|-1.0
Guillotine|53|10.5|-1.5
Trex|53|10.5|4.5
Young Guns|50|9.0|4.0
Rieken Havoc|49|8.0|1.0
Dawg|45|7.0|3.0
Maga Doge|44|6.0|-5.0
Big Sticks|43|4.5|-5.5
Gashouse Gang|43|4.5|2.5
Magnum GI|42|3.0|-5.0
Like a Nightmare|36|2.0|-7.0
Runtime Terror|35|1.0|0.0
Team|S|Pts|Dif
Magnum GI|5|13.0|0.0
Gashouse Gang|4|12.0|2.5
Rieken Havoc|3|9.5|1.5
Runtime Terror|3|9.5|3.5
Like a Nightmare|3|9.5|-2.5
Trex|3|9.5|3.5
Long Balls|2|6.5|2.5
Big Sticks|2|6.5|5.5
Simba's Dublin Green Sox|1|3.5|-6.0
Dawg|1|3.5|-2.5
Maga Doge|1|3.5|-7.5
Guillotine|1|3.5|0.5
Young Guns|0|1.0|-1.0
Team|WHIP|Pts|Dif
Simba's Dublin Green Sox|0.9900|13.0|12.0
Long Balls|1.0135|12.0|9.0
Gashouse Gang|1.0161|11.0|1.0
Young Guns|1.0435|10.0|3.0
Rieken Havoc|1.0619|9.0|0.0
Maga Doge|1.1224|8.0|2.0
Magnum GI|1.1871|7.0|-5.0
Big Sticks|1.2081|6.0|-2.0
Guillotine|1.2237|5.0|-8.0
Dawg|1.2541|4.0|-1.0
Runtime Terror|1.2727|3.0|1.0
Trex|1.2857|2.0|-2.0
Like a Nightmare|1.3937|1.0|-10.0
Team|WQS|Pts|Dif
Young Guns|12|12.5|9.0
Simba's Dublin Green Sox|12|12.5|7.0
Long Balls|10|11.0|2.5
Guillotine|9|10.0|3.0
Rieken Havoc|8|9.0|-1.0
Magnum GI|7|8.0|-3.5
Maga Doge|6|6.5|-6.5
Trex|6|6.5|3.0
Dawg|5|4.5|-1.0
Runtime Terror|5|4.5|3.5
Big Sticks|4|3.0|-8.5
Gashouse Gang|3|2.0|0.0
Like a Nightmare|2|1.0|-7.5

=== Period 9 (Mon, May 18 - Sun, May 24) ===
Rank|Team|Batting|Pitching|Total|Dif|Behind
1|Maga Doge|48.0|54.5|102.5|17.0|0.0
2|Long Balls|44.5|55.0|99.5|28.0|3.0
3|Like a Nightmare|57.5|37.5|95.0|39.5|7.5
4|Gashouse Gang|49.5|42.5|92.0|42.0|10.5
5|Trex|30.0|45.0|75.0|25.5|27.5
6|Runtime Terror|24.0|43.5|67.5|7.0|35.0
7|Guillotine|34.0|30.5|64.5|-2.5|38.0
8|Dawg|34.0|29.0|63.0|-9.0|39.5
9|Big Sticks|31.0|30.0|61.0|-25.0|41.5
10|Simba's Dublin Green Sox|37.5|22.0|59.5|6.0|43.0
11|Rieken Havoc|19.5|30.0|49.5|-45.0|53.0
12|Magnum GI|34.0|9.5|43.5|-43.0|59.0
13|Young Guns|11.5|26.0|37.5|-40.5|65.0
