=== Period 1 (Wed, Mar 25 - Sun, Mar 29) ===
Rank|Team|Batting|Pitching|Total|Dif|Behind
Long Balls|5.473|3.0|-10.0
Rieken Havoc|5.862|2.0|-10.0
Trex|6.000|1.0|-7.0
Team|K|Pts|Dif
Guillotine|61|13.0|9.0
Rieken Havoc|59|12.0|6.0
Magnum GI|57|11.0|0.5
Young Guns|56|10.0|9.0
Maga Doge|54|9.0|-1.5
Big Sticks|53|7.5|-4.5
Gashouse Gang|53|7.5|5.5
Long Balls|50|6.0|-7.0
Like a Nightmare|45|5.0|0.0
Runtime Terror|42|4.0|1.0
Simba's Dublin Green Sox|40|3.0|-4.0
Dawg|37|2.0|-6.5
Trex|30|1.0|-7.5
Team|S|Pts|Dif
Like a Nightmare|5|13.0|3.5
Maga Doge|4|11.5|0.0
Magnum GI|4|11.5|5.0
Dawg|2|8.0|-3.5
Simba's Dublin Green Sox|2|8.0|-5.0
Runtime Terror|2|8.0|4.5
Rieken Havoc|2|8.0|1.5
Trex|2|8.0|1.5
Young Guns|1|5.0|3.5
Big Sticks|0|2.5|1.0
Guillotine|0|2.5|-1.0
Gashouse Gang|0|2.5|-4.0
Long Balls|0|2.5|-7.0
Team|WHIP|Pts|Dif
Magnum GI|1.0189|13.0|0.0
Gashouse Gang|1.0855|12.0|11.0
Big Sticks|1.0890|11.0|3.0
Guillotine|1.0909|10.0|0.0
Like a Nightmare|1.1280|9.0|4.0
Dawg|1.1500|8.0|-1.0
Simba's Dublin Green Sox|1.1712|7.0|1.0
Young Guns|1.2342|6.0|4.0
Maga Doge|1.2734|5.0|-2.0
Runtime Terror|1.3618|4.0|1.0
Trex|1.4762|3.0|-1.0
Rieken Havoc|1.5197|2.0|-9.0
Long Balls|1.7432|1.0|-11.0
Team|WQS|Pts|Dif
Maga Doge|9|11.5|5.0
Big Sticks|9|11.5|0.5
Guillotine|9|11.5|10.5
Simba's Dublin Green Sox|9|11.5|7.0
Magnum GI|8|9.0|-3.0
Gashouse Gang|7|8.0|3.5
Like a Nightmare|5|6.0|-3.0
Runtime Terror|5|6.0|3.0
Rieken Havoc|5|6.0|-7.0
Dawg|4|4.0|-2.5
Trex|3|3.0|-6.0
Young Guns|2|1.5|-0.5
Long Balls|2|1.5|-7.5

=== Period 4 (Mon, Apr 13 - Sun, Apr 19) ===
Rank|Team|Batting|Pitching|Total|Dif|Behind
1|Trex|36.5|56.5|93.0|49.0|0.0
2|Rieken Havoc|43.0|39.5|82.5|18.5|10.5
3|Long Balls|40.0|38.5|78.5|30.5|14.5
4|Big Sticks|44.5|31.5|76.0|-15.5|17.0
5|Maga Doge|41.5|31.5|73.0|-19.5|20.0
5|Magnum GI|41.5|31.5|73.0|-28.5|20.0
7|Young Guns|45.0|23.0|68.0|4.0|25.0
8|Dawg|47.5|19.5|67.0|-22.5|26.0
9|Runtime Terror|46.0|18.5|64.5|2.5|28.5
10|Guillotine|24.5|37.0|61.5|-4.0|31.5
10|Like a Nightmare|14.5|47.0|61.5|11.0|31.5
12|Gashouse Gang|19.0|39.0|58.0|-9.0|35.0
13|Simba's Dublin Green Sox|11.5|42.0|53.5|-16.5|39.5
Batting Breakdown TeamHRPtsDif Maga Doge1613.03.0 Young Guns1512.01.0 Runtime Terror1411.07.0 Big Sticks129.5-3.5 Dawg129.5-2.5 Trex117.05.0 Rieken Havoc117.01.0 Long Balls117.06.0 Magnum GI95.01.0 Guillotine83.5-5.0 Like a Nightmare83.5-0.5 Simba's Dublin Green Sox62.0-6.5 Gashouse Gang21.0-6.0 TeamOBPPtsDif Dawg.375513.00.0 Rieken Havoc.359412.08.0 Maga Doge.358611.06.0 Young Guns.354610.0-2.0 Magnum GI.34449.0-2.0 Trex.34438.01.0 Long Balls.34387.01.0 Runtime Terror.33976.0-4.0 Big Sticks.33225.0-4.0 Gashouse Gang.30864.0-4.0 Guillotine.30543.01.0 Simba's Dublin Green Sox.27562.0-1.0 Like a Nightmare.27431.00.0 TeamRPtsDif Runtime Terror5013.01.0 Dawg4712.03.0 Trex4610.52.5 Young Guns4610.5-2.5 Magnum GI419.0-1.5 Rieken Havoc398.05.0 Big Sticks386.51.5 Like a Nightmare386.52.5 Long Balls365.03.0 Maga Doge354.0-2.5 Guillotine323.0-3.5 Gashouse Gang292.0-8.5 Simba's Dublin Green Sox211.00.0 TeamRBIPtsDif Long Balls4713.011.5 Maga Doge4612.01.0 Big Sticks4410.52.0 Magnum GI4410.52.0 Young Guns439.0-2.0 Runtime Terror408.0-3.0 Dawg387.00.5 Trex366.01.0 Rieken Havoc325.01.0 Guillotine304.01.0 Simba's Dublin Green Sox223.0-3.5 Like a Nightmare192.00.5 Gashouse Gang141.0-12.0 TeamSBPtsDif Big Sticks913.00.5 Rieken Havoc711.01.5 Guillotine711.03.0 Gashouse Gang711.07.5 Long Balls68.02.5 Magnum GI68.01.0 Runtime Terror68.0-3.0 Dawg56.0-3.5 Trex45.03.0 Young Guns33.50.0 Simba's Dublin Green Sox33.5-2.0 Maga Doge21.5-11.0 Like a Nightmare21.50.5||Pitching Breakdown TeamERAPtsDif Gashouse Gang2.59213.010.0 Long Balls2.97912.05.0 Rieken Havoc3.24011.06.0 Trex3.25610.06.0 Like a Nightmare3.5449.03.0 Simba's Dublin Green Sox3.8378.0-3.0 Young Guns4.1377.06.0 Runtime Terror4.3556.04.0 Big Sticks4.3865.0-5.0 Guillotine4.4184.0-8.0 Magnum GI4.9263.0-10.0 Maga Doge5.4002.0-6.0 Dawg5.6841.0-8.0 TeamKPtsDif Trex7113.011.5 Guillotine6512.04.0 Maga Doge6411.00.5 Like a Nightmare6310.06.0 Big Sticks589.0-1.5 Magnum GI548.0-4.0 Rieken Havoc477.0-2.0 Long Balls465.5-7.5 Simba's Dublin Green Sox465.50.0 Dawg424.0-1.5 Gashouse Gang383.0-4.0 Young Guns372.0-1.0 Runtime Terror321.0-0.5 TeamSPtsDif Magnum GI713.03.5 Trex411.54.0 Long Balls411.56.0 Dawg38.5-1.0 Runtime Terror38.53.0 Like a Nightmare38.5-3.5 Simba's Dublin Green Sox38.5-3.5 Maga Doge25.0-7.0 Young Guns25.02.5 Gashouse Gang25.01.0 Big Sticks12.51.5 Guillotine12.50.0 Rieken Havoc01.0-6.5 TeamWHIPPtsDif Gashouse Gang1.032013.09.0 Like a Nightmare1.087512.03.0 Guillotine1.090911.0-1.0 Rieken Havoc1.100010.05.0 Trex1.10059.08.0 Simba's Dublin Green Sox1.16848.00.0 Long Balls1.26217.05.0 Big Sticks1.27926.0-4.0 Magnum GI1.31765.0-8.0 Young Guns1.35484.0-2.0 Maga Doge1.45453.0-4.0 Runtime Terror1.57262.0-1.0 Dawg1.57891.0-10.0 TeamWQSPtsDif Trex1213.07.0 Simba's Dublin Green Sox1012.03.0 Rieken Havoc910.5-0.5 Maga Doge910.50.5 Big Sticks89.0-3.0 Guillotine77.54.5 Like a Nightmare77.5-0.5 Young Guns65.04.0 Dawg65.00.5 Gashouse Gang65.0-2.0 Long Balls52.5-2.0 Magnum GI52.5-10.5 Runtime Terror31.0-1.0
Team|HR|Pts|Dif
Maga Doge|16|13.0|3.0
Young Guns|15|12.0|1.0
Runtime Terror|14|11.0|7.0
Big Sticks|12|9.5|-3.5
Dawg|12|9.5|-2.5
Trex|11|7.0|5.0
Rieken Havoc|11|7.0|1.0
Long Balls|11|7.0|6.0
Magnum GI|9|5.0|1.0
Guillotine|8|3.5|-5.0
Like a Nightmare|8|3.5|-0.5
Simba's Dublin Green Sox|6|2.0|-6.5
Gashouse Gang|2|1.0|-6.0
Team|OBP|Pts|Dif
Dawg|.3755|13.0|0.0
Rieken Havoc|.3594|12.0|8.0
Maga Doge|.3586|11.0|6.0
Young Guns|.3546|10.0|-2.0
Magnum GI|.3444|9.0|-2.0
Trex|.3443|8.0|1.0
Long Balls|.3438|7.0|1.0
Runtime Terror|.3397|6.0|-4.0
Big Sticks|.3322|5.0|-4.0
Gashouse Gang|.3086|4.0|-4.0
Guillotine|.3054|3.0|1.0
Simba's Dublin Green Sox|.2756|2.0|-1.0
Like a Nightmare|.2743|1.0|0.0
Team|R|Pts|Dif
Runtime Terror|50|13.0|1.0
Dawg|47|12.0|3.0
Trex|46|10.5|2.5
Young Guns|46|10.5|-2.5
Magnum GI|41|9.0|-1.5
Rieken Havoc|39|8.0|5.0
Big Sticks|38|6.5|1.5
Like a Nightmare|38|6.5|2.5
Long Balls|36|5.0|3.0
Maga Doge|35|4.0|-2.5
Guillotine|32|3.0|-3.5
Gashouse Gang|29|2.0|-8.5
Simba's Dublin Green Sox|21|1.0|0.0
Team|RBI|Pts|Dif
Long Balls|47|13.0|11.5
Maga Doge|46|12.0|1.0
Big Sticks|44|10.5|2.0
Magnum GI|44|10.5|2.0
Young Guns|43|9.0|-2.0
Runtime Terror|40|8.0|-3.0
Dawg|38|7.0|0.5
Trex|36|6.0|1.0
Rieken Havoc|32|5.0|1.0
Guillotine|30|4.0|1.0
Simba's Dublin Green Sox|22|3.0|-3.5
Like a Nightmare|19|2.0|0.5
Gashouse Gang|14|1.0|-12.0
Team|SB|Pts|Dif
Big Sticks|9|13.0|0.5
Rieken Havoc|7|11.0|1.5
Guillotine|7|11.0|3.0
Gashouse Gang|7|11.0|7.5
Long Balls|6|8.0|2.5
Magnum GI|6|8.0|1.0
Runtime Terror|6|8.0|-3.0
Dawg|5|6.0|-3.5
Trex|4|5.0|3.0
Young Guns|3|3.5|0.0
Simba's Dublin Green Sox|3|3.5|-2.0
Maga Doge|2|1.5|-11.0
Like a Nightmare|2|1.5|0.5
Team|ERA|Pts|Dif
Gashouse Gang|2.592|13.0|10.0
Long Balls|2.979|12.0|5.0
Rieken Havoc|3.240|11.0|6.0
Trex|3.256|10.0|6.0
Like a Nightmare|3.544|9.0|3.0
Simba's Dublin Green Sox|3.837|8.0|-3.0
Young Guns|4.137|7.0|6.0
Runtime Terror|4.355|6.0|4.0
Big Sticks|4.386|5.0|-5.0
Guillotine|4.418|4.0|-8.0
Magnum GI|4.926|3.0|-10.0
Maga Doge|5.400|2.0|-6.0
Dawg|5.684|1.0|-8.0
Team|K|Pts|Dif
Trex|71|13.0|11.5
Guillotine|65|12.0|4.0
Maga Doge|64|11.0|0.5
Like a Nightmare|63|10.0|6.0
Big Sticks|58|9.0|-1.5
Magnum GI|54|8.0|-4.0
Rieken Havoc|47|7.0|-2.0
Long Balls|46|5.5|-7.5
Simba's Dublin Green Sox|46|5.5|0.0
Dawg|42|4.0|-1.5
Gashouse Gang|38|3.0|-4.0
Young Guns|37|2.0|-1.0
Runtime Terror|32|1.0|-0.5
Team|S|Pts|Dif
Magnum GI|7|13.0|3.5
Trex|4|11.5|4.0
Long Balls|4|11.5|6.0
Dawg|3|8.5|-1.0
Runtime Terror|3|8.5|3.0
Like a Nightmare|3|8.5|-3.5
Simba's Dublin Green Sox|3|8.5|-3.5
Maga Doge|2|5.0|-7.0
Young Guns|2|5.0|2.5
Gashouse Gang|2|5.0|1.0
Big Sticks|1|2.5|1.5
Guillotine|1|2.5|0.0
Rieken Havoc|0|1.0|-6.5
Team|WHIP|Pts|Dif
Gashouse Gang|1.0320|13.0|9.0
Like a Nightmare|1.0875|12.0|3.0
Guillotine|1.0909|11.0|-1.0
Rieken Havoc|1.1000|10.0|5.0
Trex|1.1005|9.0|8.0
Simba's Dublin Green Sox|1.1684|8.0|0.0
Long Balls|1.2621|7.0|5.0
Big Sticks|1.2792|6.0|-4.0
Magnum GI|1.3176|5.0|-8.0
Young Guns|1.3548|4.0|-2.0
Maga Doge|1.4545|3.0|-4.0
Runtime Terror|1.5726|2.0|-1.0
Dawg|1.5789|1.0|-10.0
Team|WQS|Pts|Dif
Trex|12|13.0|7.0
Simba's Dublin Green Sox|10|12.0|3.0
Rieken Havoc|9|10.5|-0.5
Maga Doge|9|10.5|0.5
Big Sticks|8|9.0|-3.0
Guillotine|7|7.5|4.5
Like a Nightmare|7|7.5|-0.5
Young Guns|6|5.0|4.0
Dawg|6|5.0|0.5
Gashouse Gang|6|5.0|-2.0
Long Balls|5|2.5|-2.0
Magnum GI|5|2.5|-10.5
Runtime Terror|3|1.0|-1.0

=== Period 5 (Mon, Apr 20 - Sun, Apr 26) ===
Rank|Team|Batting|Pitching|Total|Dif|Behind
1|Guillotine|43.0|51.5|94.5|26.0|0.0
2|Long Balls|36.0|47.5|83.5|24.5|11.0
3|Young Guns|54.0|24.5|78.5|16.5|16.0
3|Dawg|40.5|38.0|78.5|1.0|16.0
5|Rieken Havoc|36.0|37.5|73.5|3.5|21.0
5|Maga Doge|35.5|38.0|73.5|-11.5|21.0
7|Like a Nightmare|9.5|62.0|71.5|17.5|23.0
8|Simba's Dublin Green Sox|53.5|12.0|65.5|2.0|29.0
8|Runtime Terror|40.5|25.0|65.5|1.5|29.0
10|Magnum GI|17.5|44.0|61.5|-39.0|33.0
11|Gashouse Gang|22.5|36.0|58.5|10.5|36.0
12|Trex|37.5|18.0|55.5|-8.5|39.0
13|Big Sticks|29.0|21.0|50.0|-44.0|44.5
Batting Breakdown TeamHRPtsDif Young Guns1712.50.0 Simba's Dublin Green Sox1712.57.0 Dawg1511.01.0 Guillotine1410.03.0 Long Balls128.56.5 Big Sticks128.5-2.5 Runtime Terror117.0-2.0 Rieken Havoc105.5-2.5 Trex105.52.5 Maga Doge83.5-9.0 Like a Nightmare83.5-0.5 Gashouse Gang72.01.0 Magnum GI51.0-4.5 TeamOBPPtsDif Rieken Havoc.387113.08.0 Runtime Terror.373412.02.0 Trex.369311.03.0 Maga Doge.366710.04.0 Young Guns.36349.0-3.0 Gashouse Gang.36158.04.0 Simba's Dublin Green Sox.35717.05.0 Guillotine.32096.03.0 Dawg.31615.0-8.0 Big Sticks.31164.0-5.0 Long Balls.30583.0-4.0 Magnum GI.30182.0-9.0 Like a Nightmare.28121.00.0 TeamRPtsDif Young Guns5313.00.0 Simba's Dublin Green Sox4712.011.0 Guillotine4310.55.5 Rieken Havoc4310.57.0 Maga Doge429.02.0 Dawg388.0-3.0 Trex377.0-3.0 Gashouse Gang365.5-0.5 Big Sticks365.5-2.5 Long Balls323.01.0 Runtime Terror323.0-9.0 Magnum GI323.0-6.0 Like a Nightmare271.0-2.5 TeamRBIPtsDif Young Guns4813.02.0 Runtime Terror4412.03.0 Long Balls4111.05.0 Maga Doge4010.0-3.0 Simba's Dublin Green Sox399.05.5 Big Sticks378.0-3.0 Guillotine366.04.0 Dawg366.0-2.0 Rieken Havoc366.01.0 Magnum GI293.5-7.5 Trex293.5-3.5 Gashouse Gang262.0-1.5 Like a Nightmare241.00.0 TeamSBPtsDif Simba's Dublin Green Sox1213.09.0 Guillotine810.51.0 Long Balls810.54.5 Dawg810.52.5 Trex810.58.0 Magnum GI78.01.0 Young Guns66.54.0 Runtime Terror66.5-5.5 Gashouse Gang45.00.0 Maga Doge33.0-6.5 Like a Nightmare33.02.0 Big Sticks33.0-10.0 Rieken Havoc21.0-10.0||Pitching Breakdown TeamERAPtsDif Like a Nightmare1.91613.05.0 Dawg3.04512.08.0 Long Balls3.24711.01.0 Magnum GI3.31610.0-2.0 Guillotine3.5749.0-4.0 Gashouse Gang3.7178.01.0 Rieken Havoc4.2537.01.0 Young Guns4.2996.05.0 Trex5.0505.00.0 Runtime Terror5.0774.02.0 Maga Doge5.1853.00.0 Big Sticks5.4382.0-7.0 Simba's Dublin Green Sox8.6641.0-10.0 TeamKPtsDif Guillotine6913.02.5 Long Balls6612.0-1.0 Like a Nightmare5411.05.0 Maga Doge4710.0-2.0 Rieken Havoc468.51.0 Gashouse Gang468.55.5 Big Sticks427.0-3.5 Simba's Dublin Green Sox416.01.0 Dawg404.50.5 Trex404.5-3.0 Young Guns382.50.5 Runtime Terror382.51.5 Magnum GI321.0-8.0 TeamSPtsDif Rieken Havoc312.07.5 Like a Nightmare312.00.5 Magnum GI312.0-1.0 Guillotine27.55.5 Long Balls27.50.5 Dawg27.5-1.5 Runtime Terror27.51.5 Gashouse Gang27.53.0 Big Sticks27.56.5 Young Guns13.00.0 Maga Doge13.0-7.0 Simba's Dublin Green Sox13.0-8.5 Trex01.0-7.0 TeamWHIPPtsDif Like a Nightmare0.890313.02.0 Maga Doge1.192112.010.0 Magnum GI1.236811.0-2.0 Guillotine1.279410.0-2.0 Long Balls1.29119.06.0 Dawg1.35348.02.0 Runtime Terror1.35907.06.0 Gashouse Gang1.36966.0-2.0 Trex1.40295.00.0 Rieken Havoc1.43844.0-3.0 Young Guns1.45223.0-1.0 Big Sticks1.50002.0-7.0 Simba's Dublin Green Sox1.83581.0-9.0 TeamWQSPtsDif Like a Nightmare1113.06.0 Guillotine912.07.5 Young Guns810.09.0 Maga Doge810.00.0 Magnum GI810.00.0 Long Balls78.05.0 Dawg66.01.5 Rieken Havoc66.0-6.5 Gashouse Gang66.00.0 Runtime Terror44.02.0 Trex32.5-5.5 Big Sticks32.5-10.0 Simba's Dublin Green Sox11.0-9.0
Team|HR|Pts|Dif
Young Guns|17|12.5|0.0
Simba's Dublin Green Sox|17|12.5|7.0
Dawg|15|11.0|1.0
Guillotine|14|10.0|3.0
Long Balls|12|8.5|6.5
Big Sticks|12|8.5|-2.5
Runtime Terror|11|7.0|-2.0
Rieken Havoc|10|5.5|-2.5
Trex|10|5.5|2.5
Maga Doge|8|3.5|-9.0
Like a Nightmare|8|3.5|-0.5
Gashouse Gang|7|2.0|1.0
Magnum GI|5|1.0|-4.5
Team|OBP|Pts|Dif
Rieken Havoc|.3871|13.0|8.0
Runtime Terror|.3734|12.0|2.0
Trex|.3693|11.0|3.0
Maga Doge|.3667|10.0|4.0
Young Guns|.3634|9.0|-3.0
Gashouse Gang|.3615|8.0|4.0
Simba's Dublin Green Sox|.3571|7.0|5.0
Guillotine|.3209|6.0|3.0
Dawg|.3161|5.0|-8.0
Big Sticks|.3116|4.0|-5.0
Long Balls|.3058|3.0|-4.0
Magnum GI|.3018|2.0|-9.0
Like a Nightmare|.2812|1.0|0.0
Team|R|Pts|Dif
Young Guns|53|13.0|0.0
Simba's Dublin Green Sox|47|12.0|11.0
Guillotine|43|10.5|5.5
Rieken Havoc|43|10.5|7.0
Maga Doge|42|9.0|2.0
Dawg|38|8.0|-3.0
Trex|37|7.0|-3.0
Gashouse Gang|36|5.5|-0.5
Big Sticks|36|5.5|-2.5
Long Balls|32|3.0|1.0
Runtime Terror|32|3.0|-9.0
Magnum GI|32|3.0|-6.0
Like a Nightmare|27|1.0|-2.5
Team|RBI|Pts|Dif
Young Guns|48|13.0|2.0
Runtime Terror|44|12.0|3.0
Long Balls|41|11.0|5.0
Maga Doge|40|10.0|-3.0
Simba's Dublin Green Sox|39|9.0|5.5
Big Sticks|37|8.0|-3.0
Guillotine|36|6.0|4.0
Dawg|36|6.0|-2.0
Rieken Havoc|36|6.0|1.0
Magnum GI|29|3.5|-7.5
Trex|29|3.5|-3.5
Gashouse Gang|26|2.0|-1.5
Like a Nightmare|24|1.0|0.0
Team|SB|Pts|Dif
Simba's Dublin Green Sox|12|13.0|9.0
Guillotine|8|10.5|1.0
Long Balls|8|10.5|4.5
Dawg|8|10.5|2.5
Trex|8|10.5|8.0
Magnum GI|7|8.0|1.0
Young Guns|6|6.5|4.0
Runtime Terror|6|6.5|-5.5
Gashouse Gang|4|5.0|0.0
Maga Doge|3|3.0|-6.5
Like a Nightmare|3|3.0|2.0
Big Sticks|3|3.0|-10.0
Rieken Havoc|2|1.0|-10.0
Team|ERA|Pts|Dif
Like a Nightmare|1.916|13.0|5.0
Dawg|3.045|12.0|8.0
Long Balls|3.247|11.0|1.0
Magnum GI|3.316|10.0|-2.0
Guillotine|3.574|9.0|-4.0
Gashouse Gang|3.717|8.0|1.0
Rieken Havoc|4.253|7.0|1.0
Young Guns|4.299|6.0|5.0
Trex|5.050|5.0|0.0
Runtime Terror|5.077|4.0|2.0
Maga Doge|5.185|3.0|0.0
Big Sticks|5.438|2.0|-7.0
Simba's Dublin Green Sox|8.664|1.0|-10.0
Team|K|Pts|Dif
Guillotine|69|13.0|2.5
Long Balls|66|12.0|-1.0
Like a Nightmare|54|11.0|5.0
Maga Doge|47|10.0|-2.0
Rieken Havoc|46|8.5|1.0
Gashouse Gang|46|8.5|5.5
Big Sticks|42|7.0|-3.5
Simba's Dublin Green Sox|41|6.0|1.0
Dawg|40|4.5|0.5
Trex|40|4.5|-3.0
Young Guns|38|2.5|0.5
Runtime Terror|38|2.5|1.5
Magnum GI|32|1.0|-8.0
Team|S|Pts|Dif
Rieken Havoc|3|12.0|7.5
Like a Nightmare|3|12.0|0.5
Magnum GI|3|12.0|-1.0
Guillotine|2|7.5|5.5
Long Balls|2|7.5|0.5
Dawg|2|7.5|-1.5
Runtime Terror|2|7.5|1.5
Gashouse Gang|2|7.5|3.0
Big Sticks|2|7.5|6.5
Young Guns|1|3.0|0.0
Maga Doge|1|3.0|-7.0
Simba's Dublin Green Sox|1|3.0|-8.5
Trex|0|1.0|-7.0
Team|WHIP|Pts|Dif
Like a Nightmare|0.8903|13.0|2.0
Maga Doge|1.1921|12.0|10.0
Magnum GI|1.2368|11.0|-2.0
Guillotine|1.2794|10.0|-2.0
Long Balls|1.2911|9.0|6.0
Dawg|1.3534|8.0|2.0
Runtime Terror|1.3590|7.0|6.0
Gashouse Gang|1.3696|6.0|-2.0
Trex|1.4029|5.0|0.0
Rieken Havoc|1.4384|4.0|-3.0
Young Guns|1.4522|3.0|-1.0
Big Sticks|1.5000|2.0|-7.0
Simba's Dublin Green Sox|1.8358|1.0|-9.0
Team|WQS|Pts|Dif
Like a Nightmare|11|13.0|6.0
Guillotine|9|12.0|7.5
Young Guns|8|10.0|9.0
Maga Doge|8|10.0|0.0
Magnum GI|8|10.0|0.0
Long Balls|7|8.0|5.0
Dawg|6|6.0|1.5
Rieken Havoc|6|6.0|-6.5
Gashouse Gang|6|6.0|0.0
Runtime Terror|4|4.0|2.0
Trex|3|2.5|-5.5
Big Sticks|3|2.5|-10.0
Simba's Dublin Green Sox|1|1.0|-9.0

=== Period 6 (Mon, Apr 27 - Sun, May 03) ===
Rank|Team|Batting|Pitching|Total|Dif|Behind
1|Big Sticks|51.0|50.0|101.0|21.0|0.0
2|Rieken Havoc|46.5|53.5|100.0|29.0|1.0
3|Trex|50.5|43.5|94.0|30.0|7.0
4|Young Guns|52.0|36.0|88.0|24.5|13.0
5|Maga Doge|43.0|24.0|67.0|-19.0|34.0
6|Gashouse Gang|32.5|33.5|66.0|18.5|35.0
7|Long Balls|25.5|38.5|64.0|0.0|37.0
8|Runtime Terror|32.5|28.0|60.5|-4.0|40.5
9|Dawg|22.5|36.5|59.0|-25.0|42.0
10|Guillotine|21.5|35.5|57.0|-17.5|44.0
11|Magnum GI|22.5|33.0|55.5|-34.5|45.5
12|Like a Nightmare|23.5|31.5|55.0|-11.0|46.0
13|Simba's Dublin Green Sox|31.5|11.5|43.0|-12.0|58.0
Batting Breakdown TeamHRPtsDif Big Sticks1313.02.0 Trex1211.57.5 Young Guns1211.5-1.5 Like a Nightmare1110.07.0 Rieken Havoc109.03.0 Maga Doge98.0-2.0 Runtime Terror76.5-1.0 Simba's Dublin Green Sox76.5-2.5 Long Balls64.0-1.0 Dawg64.0-8.0 Guillotine64.0-3.5 Magnum GI52.00.0 Gashouse Gang41.00.0 TeamOBPPtsDif Runtime Terror.408413.02.0 Gashouse Gang.393912.07.0 Young Guns.388711.0-2.0 Trex.378810.00.0 Big Sticks.37179.03.0 Rieken Havoc.34778.0-1.0 Maga Doge.33457.0-1.0 Magnum GI.32446.0-1.0 Dawg.32355.0-7.0 Long Balls.30254.00.0 Like a Nightmare.28523.02.0 Simba's Dublin Green Sox.27822.0-1.0 Guillotine.26621.0-1.0 TeamRPtsDif Big Sticks4913.08.0 Trex4712.02.0 Young Guns4411.0-2.0 Maga Doge4110.02.0 Gashouse Gang389.05.0 Runtime Terror358.0-4.0 Long Balls337.05.0 Rieken Havoc305.0-1.0 Magnum GI305.0-4.0 Simba's Dublin Green Sox305.04.0 Dawg262.5-8.5 Guillotine262.5-4.5 Like a Nightmare221.0-2.0 TeamRBIPtsDif Big Sticks4913.03.0 Rieken Havoc3912.07.5 Maga Doge3510.5-1.5 Simba's Dublin Green Sox3510.56.0 Young Guns349.0-4.0 Gashouse Gang317.55.5 Long Balls317.50.5 Trex296.00.0 Runtime Terror284.0-7.0 Magnum GI284.0-5.0 Like a Nightmare284.03.0 Dawg211.5-6.5 Guillotine211.5-1.5 TeamSBPtsDif Rieken Havoc712.57.0 Guillotine712.51.0 Trex611.07.5 Young Guns59.57.5 Dawg59.5-0.5 Maga Doge47.52.0 Simba's Dublin Green Sox47.5-1.5 Magnum GI35.5-2.0 Like a Nightmare35.54.5 Big Sticks23.0-10.0 Gashouse Gang23.0-0.5 Long Balls23.0-4.5 Runtime Terror11.0-10.5||Pitching Breakdown TeamERAPtsDif Rieken Havoc1.73413.06.0 Big Sticks2.62312.06.0 Dawg2.63011.03.0 Trex2.68110.05.0 Guillotine3.0989.0-2.5 Young Guns3.1228.07.0 Maga Doge3.1647.03.0 Gashouse Gang3.9716.0-3.0 Long Balls4.0635.0-5.0 Magnum GI4.1684.0-7.5 Like a Nightmare4.3203.0-10.0 Runtime Terror4.3682.00.0 Simba's Dublin Green Sox8.3791.0-2.0 TeamKPtsDif Long Balls7213.00.0 Big Sticks6112.02.0 Rieken Havoc5911.03.0 Like a Nightmare5510.01.0 Trex549.03.0 Magnum GI528.01.0 Guillotine427.0-5.0 Dawg416.03.0 Young Guns395.03.0 Runtime Terror384.03.0 Gashouse Gang343.0-1.0 Maga Doge332.0-9.0 Simba's Dublin Green Sox291.0-4.0 TeamSPtsDif Like a Nightmare513.01.0 Gashouse Gang412.08.0 Rieken Havoc310.55.5 Magnum GI310.5-2.5 Trex27.51.0 Runtime Terror27.51.0 Guillotine27.55.0 Simba's Dublin Green Sox27.5-3.5 Young Guns14.01.5 Maga Doge14.0-5.5 Long Balls14.0-4.0 Big Sticks01.50.5 Dawg01.5-8.0 TeamWHIPPtsDif Rieken Havoc0.880713.05.0 Big Sticks1.045712.03.0 Trex1.085111.06.0 Gashouse Gang1.088210.00.0 Young Guns1.16339.07.0 Guillotine1.20498.0-3.0 Dawg1.24687.00.0 Runtime Terror1.25746.05.0 Maga Doge1.28915.0-1.0 Long Balls1.33984.00.0 Like a Nightmare1.34403.0-10.0 Magnum GI1.38932.0-10.0 Simba's Dublin Green Sox1.91381.0-2.0 TeamWQSPtsDif Big Sticks1012.53.5 Long Balls1012.59.0 Dawg911.07.5 Young Guns810.08.0 Runtime Terror68.57.5 Magnum GI68.5-3.5 Rieken Havoc56.0-6.0 Trex56.0-2.0 Maga Doge56.0-6.0 Guillotine44.0-2.5 Gashouse Gang32.5-2.5 Like a Nightmare32.5-7.5 Simba's Dublin Green Sox21.0-5.5
Team|HR|Pts|Dif
Big Sticks|13|13.0|2.0
Trex|12|11.5|7.5
Young Guns|12|11.5|-1.5
Like a Nightmare|11|10.0|7.0
Rieken Havoc|10|9.0|3.0
Maga Doge|9|8.0|-2.0
Runtime Terror|7|6.5|-1.0
Simba's Dublin Green Sox|7|6.5|-2.5
Long Balls|6|4.0|-1.0
Dawg|6|4.0|-8.0
Guillotine|6|4.0|-3.5
Magnum GI|5|2.0|0.0
Gashouse Gang|4|1.0|0.0
Team|OBP|Pts|Dif
Runtime Terror|.4084|13.0|2.0
Gashouse Gang|.3939|12.0|7.0
Young Guns|.3887|11.0|-2.0
Trex|.3788|10.0|0.0
Big Sticks|.3717|9.0|3.0
Rieken Havoc|.3477|8.0|-1.0
Maga Doge|.3345|7.0|-1.0
Magnum GI|.3244|6.0|-1.0
Dawg|.3235|5.0|-7.0
Long Balls|.3025|4.0|0.0
